Column1,Column2,Column3,Column4
0.6,1.01,0.8,0.84
0.6,0.99,0.98,1.2
0.6,1.0,1.2,1.13
0.6,0.87,1.05,0.99
0.6,0.89,1.04,1.08
0.66,1.02,1.14,0.81
0.6,1.01,0.87,0.91
0.68,1.02,0.99,1.19
0.6,1.09,1.08,1.18
0.64,0.97,1.16,1.16
0.7,0.9,0.89,1.08
0.68,0.94,0.83,1.06
0.6,1.06,1.13,1.14
0.6,1.17,0.96,1.04
0.6,1.16,0.88,1.13
0.69,1.07,1.04,1.07
0.6,0.91,1.1,0.9
0.6,0.89,1.11,1.07
0.62,1.13,1.01,1.16
0.6,0.87,0.92,0.98
0.71,1.02,1.0,0.87
0.77,1.18,0.84,0.88
0.83,0.85,0.84,1.16
0.94,1.11,0.83,0.97
1.01,1.08,1.09,0.88
0.83,1.11,0.9,1.04
0.82,1.17,0.87,1.07
0.76,0.99,0.89,0.98
0.73,1.02,1.02,0.84
0.61,1.09,1.11,1.02
0.6,0.91,1.09,1.06
0.6,0.86,1.1,1.04
0.6,0.94,0.98,0.98
0.7,0.84,0.83,1.01
0.65,0.99,1.09,0.91
0.75,1.05,0.93,0.88
0.61,1.09,0.94,1.0
0.73,1.06,0.86,0.83
0.81,1.06,1.18,0.97
0.7,0.82,0.86,1.05
0.76,0.98,1.1,1.06
0.83,0.86,1.16,1.16
0.83,0.97,1.09,0.97
0.97,0.82,1.17,1.15
1.0,1.17,0.98,0.81
1.13,1.15,0.83,0.95
1.22,1.18,1.16,1.14
1.26,1.08,0.9,0.8
1.31,0.91,0.88,1.14
1.28,1.17,0.89,1.03
1.4,0.98,0.92,1.01
1.12,0.84,0.87,1.18
1.26,1.05,0.84,1.06
1.24,1.08,0.81,0.93
1.21,1.03,1.01,1.1
1.4,0.81,1.11,1.04
1.36,1.01,0.99,1.06
1.39,1.16,0.9,1.05
1.23,1.07,1.13,0.94
1.4,1.07,0.92,0.89
1.2,1.11,0.83,0.88
1.4,0.97,1.03,0.88
1.4,0.82,0.8,0.82
1.4,1.02,1.16,0.88
1.15,0.92,1.03,0.91
1.3,1.19,0.94,0.94
1.4,0.84,1.09,0.81
1.19,1.18,1.06,1.09
1.27,0.8,0.86,1.0
1.4,1.01,1.18,1.14
1.4,1.08,0.87,1.08
1.4,1.07,1.12,0.83
1.25,0.94,0.91,1.14
1.24,0.81,0.85,0.95
1.25,1.02,0.81,0.92
1.15,1.13,0.97,0.95
1.22,0.91,1.08,1.01
1.32,0.89,1.18,1.16
1.4,0.97,1.12,0.92
1.4,0.92,1.14,1.11
1.4,0.84,0.84,0.86
1.4,0.84,0.83,0.92
1.3,0.81,1.2,1.16
1.07,0.99,1.08,1.04
0.86,0.99,1.18,1.08
0.75,0.96,1.05,0.93
0.83,1.06,0.81,1.16
0.91,0.96,1.07,0.99
0.83,0.82,0.82,0.99
0.72,1.0,0.83,0.84
0.7,1.04,0.84,1.11
0.74,0.89,1.08,0.99
0.7,1.03,0.88,1.13
0.68,1.14,1.11,1.19
0.66,0.97,0.96,0.97
0.6,0.96,0.95,0.98
0.6,0.9,1.08,0.93
0.69,0.81,1.13,1.05
0.72,1.07,1.05,1.15
0.75,0.99,0.95,0.95
0.8,1.17,0.84,0.9
0.86,1.1,0.83,1.13
0.89,0.91,0.89,1.19
1.03,1.15,0.85,1.19
0.98,0.86,1.09,1.01
1.12,0.83,0.97,1.2
1.12,1.0,0.93,1.09
1.06,1.14,0.87,1.05
1.13,1.01,1.02,0.83
0.99,1.14,1.06,1.18
0.86,1.2,0.85,1.16
0.9,0.95,0.91,1.17
0.83,1.0,1.12,1.16
0.9,0.91,0.97,1.14
0.74,0.85,1.08,1.02
0.75,0.85,0.87,1.12
0.74,0.91,1.0,0.98
0.87,0.99,1.02,0.98
0.86,0.91,0.8,0.84
0.97,0.9,1.18,1.16
0.93,1.08,0.97,1.18
0.76,1.14,1.0,0.86
0.73,0.87,1.05,0.97
0.68,1.07,0.98,1.18
0.72,1.02,1.11,0.85
0.71,0.86,1.16,0.88
0.81,0.86,1.12,1.11
0.85,0.91,0.97,1.0
0.71,1.19,0.92,1.12
0.81,0.91,1.14,0.82
0.86,1.0,0.97,0.82
0.77,1.16,0.9,1.1
0.75,0.8,1.09,1.01
0.86,0.97,0.99,1.09
0.97,1.14,1.02,1.18
0.84,0.91,0.89,0.85
0.78,1.17,1.16,1.16
0.78,1.12,0.98,1.07
0.66,1.1,0.84,1.08
0.71,0.84,0.88,1.06
0.66,1.11,0.91,1.19
0.78,1.16,0.93,1.04
0.73,1.09,0.91,1.18
0.79,1.07,1.17,0.82
0.68,0.88,0.94,1.03
0.74,0.85,1.2,1.0
0.83,0.83,0.99,0.96
0.99,1.1,0.91,0.8
0.92,0.97,0.96,1.19
1.02,0.82,0.95,1.18
1.0,0.95,1.09,0.81
1.05,1.09,0.8,1.07
1.2,1.11,1.11,1.01
1.4,0.87,0.84,0.92
1.16,1.18,0.92,1.14
1.33,1.2,0.92,0.88
1.35,1.05,0.82,1.09
1.4,1.19,0.9,0.98
1.4,1.06,1.16,0.9
1.4,1.05,0.86,0.96
1.22,1.17,1.18,0.96
1.36,1.03,1.07,0.94
1.34,0.94,0.91,1.2
1.32,1.12,1.07,0.88
1.2,1.0,1.07,0.85
1.14,0.81,0.84,1.01
1.34,0.84,0.98,0.92
1.4,0.82,0.89,1.03
1.4,0.89,1.19,1.08
1.13,1.17,0.91,0.88
1.28,1.05,1.07,1.0
1.12,1.07,0.85,1.13
0.98,0.91,0.82,0.9
0.99,0.99,0.82,0.97
0.9,0.96,0.96,1.01
0.79,0.81,0.96,1.08
0.86,0.94,1.16,1.01
0.95,1.19,0.86,0.89
0.84,0.98,0.88,0.86
0.81,1.17,1.17,0.81
0.78,0.9,0.95,1.15
0.76,0.98,1.09,0.97
0.61,0.84,0.88,1.12
0.6,0.9,0.9,0.84
0.6,0.8,1.06,0.93
0.64,1.14,0.98,1.04
0.71,1.18,0.82,0.84
0.66,1.04,1.02,0.92
0.6,1.1,1.2,1.06
0.62,1.19,0.92,1.19
0.71,1.05,1.16,1.14
0.83,1.14,0.98,0.85
0.71,1.13,1.15,0.85
0.66,0.92,1.12,0.96
0.79,1.18,0.81,0.95
0.66,1.01,1.2,1.1
0.6,1.11,0.97,0.93
0.6,0.95,0.83,1.04
0.6,0.9,0.93,1.07
0.6,1.09,1.0,1.13
0.6,0.8,0.81,1.16
0.6,0.85,1.14,0.85
0.6,1.16,0.84,1.06
0.66,1.11,0.97,1.02
0.72,0.93,1.18,0.82
0.7,1.0,0.86,1.1
0.68,0.9,0.9,1.06
0.71,1.1,1.04,1.19
0.61,1.09,0.94,0.91
0.6,1.15,0.94,1.14
0.6,1.05,0.93,1.07
0.64,0.84,0.93,0.95
0.62,1.1,0.89,0.92
0.62,1.15,1.09,1.18
0.64,0.82,1.15,0.83
0.6,1.07,0.87,1.08
0.6,0.8,1.2,0.95
0.6,0.91,0.82,1.17
0.66,1.16,0.82,0.9
0.66,1.03,1.19,0.86
0.76,1.09,1.05,1.07
0.72,1.09,1.1,0.84
0.68,1.08,0.83,0.84
0.74,1.12,0.98,1.0
0.61,1.03,0.87,1.12
0.66,0.92,1.08,1.15
0.66,0.94,0.84,0.92
0.72,0.98,0.91,1.11
0.83,0.95,0.91,1.06
0.82,1.17,1.03,0.82
0.81,1.18,1.1,0.88
0.8,0.82,0.89,1.09
0.73,0.83,1.03,1.18
0.71,0.9,1.11,1.08
0.69,0.89,1.09,0.83
0.71,1.15,1.14,1.08
0.61,1.12,1.04,1.14
0.6,1.13,1.15,1.02
0.6,0.97,1.1,1.04
0.6,0.97,0.98,1.18
0.65,0.81,1.06,1.02
0.6,0.98,1.03,1.02
0.6,1.03,0.97,0.89
0.6,1.04,1.14,1.02
0.6,0.8,1.03,0.83
0.6,1.08,0.93,1.16
0.68,0.94,1.17,1.16
0.73,1.06,1.04,1.18
0.7,0.94,1.09,0.93
0.74,1.07,0.81,0.93
0.64,1.0,0.94,0.95
0.6,0.91,1.08,1.04
0.6,1.15,0.87,1.03
0.6,1.05,1.05,0.82
0.6,0.8,1.0,0.86
0.64,0.85,1.16,0.88
0.6,0.88,1.2,0.81
0.6,1.13,1.0,0.84
0.63,0.82,1.01,1.17
0.74,0.88,1.19,1.07
0.72,1.13,1.01,1.03
0.61,0.92,0.85,0.87
0.64,1.14,0.82,1.05
0.6,1.04,1.05,0.95
0.6,1.09,1.13,1.16
0.71,1.13,0.92,0.88
0.69,0.83,1.15,0.95
0.6,1.19,1.12,0.96
0.64,1.12,0.82,0.8
0.6,1.02,0.88,1.07
0.68,1.18,0.99,0.92
0.6,0.87,0.94,1.01
0.6,0.89,1.08,0.84
0.6,1.18,1.19,1.15
0.61,1.19,0.83,1.17
0.6,1.06,0.84,1.19
0.6,0.99,1.17,0.96
0.6,1.15,0.84,0.87
0.61,0.8,0.91,1.09
0.65,1.04,0.92,0.83
0.63,1.14,1.16,1.11
0.62,0.85,0.99,1.15
0.6,1.14,0.9,0.95
0.6,1.0,1.0,0.98
0.69,0.86,0.85,0.95
0.7,0.91,1.19,0.93
0.6,1.11,1.18,1.03
0.68,0.9,0.99,1.14
0.81,0.98,1.0,1.0
0.78,1.2,0.92,1.12
0.65,1.07,1.15,1.17
0.6,0.84,1.15,0.87
0.7,0.97,0.83,1.18
0.69,1.01,0.99,0.93
0.71,1.13,1.06,0.86
0.65,0.91,0.95,1.01
0.6,1.05,0.87,0.87
0.65,0.85,1.0,1.19
0.6,0.98,0.82,1.03
0.71,0.97,1.14,0.92
0.61,1.15,0.95,0.97
0.68,1.1,0.99,1.09
0.63,0.94,0.87,0.87
0.7,1.17,1.13,0.95
0.78,0.88,1.12,1.07
0.63,1.08,0.97,1.01
0.67,1.02,1.01,1.07
0.61,1.15,1.06,1.02
0.6,1.09,1.08,1.05
0.6,1.17,1.07,0.95
0.63,0.81,0.95,1.13
0.67,1.18,1.05,1.13
0.66,0.95,0.9,0.98
0.66,1.14,1.03,1.03
0.72,1.13,0.8,1.1
0.84,0.96,1.05,1.18
0.83,0.91,1.16,1.16
0.85,0.81,1.01,1.08
0.82,1.06,1.01,0.96
0.76,1.18,1.08,1.19
0.73,0.87,0.89,0.99
0.62,0.87,0.96,1.16
0.7,1.13,1.16,0.89
0.61,0.96,1.14,0.98
0.68,0.83,1.01,0.95
0.67,1.05,1.17,1.16
0.64,0.97,0.86,0.87
0.6,0.89,0.88,0.98
0.7,0.89,0.96,0.93
0.75,1.1,1.04,1.2
0.89,0.91,1.0,0.89
0.81,0.89,1.07,1.16
0.78,1.07,1.07,0.98
0.67,1.11,1.0,0.87
0.6,1.14,1.12,0.96
0.6,1.12,1.13,0.82
0.6,0.86,0.94,0.98
0.6,1.17,0.81,1.1
0.6,0.85,0.91,0.83
0.61,0.96,0.99,1.02
0.6,0.99,0.94,0.82
0.62,0.97,0.84,0.89
0.6,0.94,0.81,1.07
0.6,1.18,0.88,1.11
0.6,0.8,1.19,1.09
0.65,0.87,0.9,1.07
0.65,0.83,0.91,0.91
0.74,1.16,1.14,1.16
0.64,1.19,1.06,1.17
0.62,0.89,1.14,0.84
0.62,1.07,0.95,1.08
0.6,0.89,1.19,1.15
0.69,0.98,0.89,0.9
0.65,0.98,1.11,1.05
0.67,1.13,0.96,1.09
0.78,0.91,1.1,1.09
0.81,0.98,1.14,1.17
0.86,1.09,1.17,0.97
0.77,0.87,1.13,1.2
0.82,0.86,1.12,0.94
0.8,1.2,0.93,0.93
0.86,1.02,1.06,1.13
0.82,1.04,1.05,1.1
0.66,0.81,0.85,0.94
0.6,0.92,1.02,0.82
0.63,0.93,0.88,0.99
0.6,0.88,0.81,0.87
0.65,0.94,1.05,1.15
0.74,1.1,0.97,1.06
0.88,0.92,0.97,0.98
0.85,0.83,0.97,0.91
0.71,1.12,0.85,0.91
0.75,1.0,0.99,1.11
0.66,0.87,0.96,1.19
0.6,1.03,0.95,0.81
0.6,1.14,1.13,0.88
0.65,1.17,1.02,1.08
0.71,0.89,0.8,1.01
0.68,1.05,0.97,1.0
0.6,1.06,0.81,0.87
0.69,1.05,0.87,1.07
0.73,0.81,0.91,0.9
0.6,1.03,1.03,0.82
0.69,1.18,1.05,1.07
0.8,0.84,1.06,1.18
0.91,1.05,1.09,0.8
0.73,0.84,0.99,1.17
0.62,1.03,0.96,0.94
0.71,0.97,0.81,1.15
0.78,1.03,1.05,1.15
0.7,0.92,0.81,1.08
0.6,0.81,1.11,0.97
0.72,0.86,1.02,1.07
0.72,0.88,0.84,1.12
0.74,0.83,1.18,0.92
0.88,1.05,0.97,0.84
0.92,0.96,0.98,0.94
1.02,1.03,1.1,1.19
1.19,0.8,0.94,1.06
1.14,1.03,1.01,0.85
0.96,1.16,1.02,0.85
0.82,1.15,0.88,0.88
0.8,1.16,0.94,1.19
0.95,0.86,0.94,1.13
0.81,0.83,1.01,1.13
0.79,0.99,0.87,0.82
0.7,1.15,0.98,1.13
0.68,0.81,0.93,1.08
0.6,1.03,0.88,1.16
0.61,1.12,0.81,1.19
0.6,0.89,0.87,1.05
0.72,1.04,0.95,0.99
0.78,0.84,0.92,0.85
0.93,1.02,1.18,1.14
1.08,1.02,1.01,1.1
1.1,1.1,1.13,0.84
0.91,0.85,0.89,1.11
0.84,1.11,0.9,1.08
0.87,0.88,0.82,1.19
1.0,1.16,1.12,1.18
1.12,1.04,1.08,0.98
0.98,0.99,0.93,0.84
1.03,1.2,0.89,1.16
1.09,0.89,1.1,1.16
1.27,0.9,1.0,1.13
1.35,0.8,0.9,1.14
1.35,1.06,0.94,1.12
1.27,1.17,1.08,1.11
1.38,1.13,0.91,0.97
1.4,0.82,1.01,0.94
1.4,1.12,0.89,1.19
1.35,1.07,1.15,0.85
1.13,1.19,1.18,1.08
0.99,1.01,1.06,0.89
0.81,1.08,0.89,1.17
0.92,0.96,1.1,1.03
0.82,1.14,1.19,0.98
0.73,0.9,1.11,1.19
0.66,0.91,1.18,1.17
0.79,0.81,0.98,0.95
0.67,1.19,1.15,0.85
0.61,0.85,1.13,0.85
0.6,0.96,1.09,0.98
0.6,0.85,0.8,0.98
0.6,1.1,1.07,1.14
0.64,0.88,1.08,1.17
0.74,1.08,1.01,0.92
0.84,1.12,0.87,0.87
0.81,1.0,1.06,0.83
0.89,0.97,0.84,1.15
0.75,0.95,1.19,0.84
0.82,0.85,1.17,0.99
0.88,0.95,0.84,1.02
0.73,1.16,0.87,0.93
0.87,0.94,0.86,1.09
0.79,1.18,1.09,0.87
0.8,1.17,1.09,0.92
0.69,1.05,0.82,0.86
0.64,0.99,0.91,0.94
0.62,1.15,0.93,0.98
0.6,0.9,0.91,0.88
0.6,0.98,0.81,0.96
0.69,0.83,1.05,1.08
0.69,0.84,0.95,0.89
0.78,1.03,1.01,0.9
0.82,0.9,1.17,0.9
0.83,1.05,0.95,0.84
0.83,0.96,0.84,0.82
0.77,0.94,1.17,1.09
0.67,0.98,1.03,0.85
0.6,1.07,0.95,1.04
0.64,0.84,1.17,1.04
0.6,0.82,1.19,1.1
0.6,0.88,1.07,0.96
0.7,1.2,1.15,0.85
0.67,0.87,1.0,0.92
0.6,1.16,1.16,1.05
0.7,1.13,0.96,0.96
0.6,0.97,1.06,1.12
0.6,1.02,1.01,1.15
0.6,1.07,1.12,0.87
0.61,1.1,1.01,1.19
0.64,0.96,1.0,1.19
0.7,0.81,0.85,0.9
0.73,1.05,1.03,1.16
0.73,0.95,0.81,0.85
0.61,1.19,0.82,0.92
0.65,1.09,0.84,1.16
0.6,0.95,1.1,1.16
0.6,1.18,1.12,0.82
0.61,0.85,0.84,1.16
0.6,1.13,0.95,1.07
0.6,0.9,1.16,0.93
0.6,0.83,0.95,0.87
0.69,0.91,0.96,0.84
0.8,0.86,0.85,1.01
0.89,0.86,1.15,1.02
0.73,0.84,0.98,1.11
0.71,0.81,0.97,0.98
0.8,1.07,1.01,1.03
0.69,0.86,0.93,1.09
0.62,0.93,0.85,1.1
0.6,1.03,0.81,1.09
0.6,1.13,1.16,1.06
0.6,0.88,1.19,1.06
0.64,1.09,0.81,1.03
0.64,1.09,0.93,0.87
0.67,1.12,1.1,1.01
0.6,1.17,1.13,0.99
0.6,1.04,0.9,1.18
0.6,1.12,0.96,0.96
0.6,1.06,0.91,1.14
0.62,0.97,0.96,0.96
0.74,0.92,1.08,0.8
0.79,1.01,0.86,1.13
0.67,1.17,1.05,0.87
0.74,1.05,0.88,0.9
0.65,0.95,0.85,0.81
0.76,0.97,0.87,0.94
0.62,0.87,0.81,0.9
0.6,1.11,1.08,1.2
0.62,1.09,0.99,0.96
0.68,1.14,0.95,1.14
0.62,1.0,1.13,0.98
0.6,0.98,0.89,0.87
0.67,0.98,0.99,0.91
0.62,0.82,1.04,1.16
0.6,1.16,0.9,1.17
0.71,0.83,0.84,1.03
0.83,1.08,0.88,1.04
0.78,0.86,0.89,0.96
0.92,1.18,1.14,0.89
0.97,1.0,1.01,1.13
1.12,1.14,0.94,0.91
1.02,0.86,0.99,1.07
1.11,0.94,1.0,0.81
1.25,1.07,1.13,1.17
1.08,1.14,0.8,1.18
0.88,0.96,0.87,1.01
1.05,0.88,1.15,1.08
0.97,0.94,0.86,1.06
1.03,0.92,1.11,1.08
1.23,1.16,1.18,1.17
1.14,0.86,0.99,0.95
1.29,1.17,0.93,0.82
1.24,1.05,0.84,1.15
1.18,1.17,1.16,0.93
1.35,1.03,1.09,0.82
1.28,1.03,0.98,1.04
1.19,1.06,1.04,1.05
1.16,1.0,0.88,1.08
1.15,0.82,1.05,0.95
1.21,1.01,0.9,1.17
1.02,1.03,0.96,1.19
1.2,0.88,1.14,1.04
1.26,0.85,1.07,1.11
1.4,1.14,1.16,1.02
1.19,0.9,1.01,1.14
1.23,1.01,0.85,0.84
1.33,0.97,1.03,0.96
1.4,1.15,0.81,1.08
1.4,0.96,1.06,0.86
1.4,1.1,0.86,0.87
1.34,1.17,0.96,1.03
1.4,0.84,1.16,1.06
1.4,0.95,1.12,1.08
1.4,1.0,1.04,1.03
1.13,0.8,1.02,1.06
1.09,0.93,1.06,1.13
1.1,1.04,1.07,0.9
1.07,0.88,1.13,1.19
1.19,0.98,0.94,1.16
1.35,1.01,0.85,1.07
1.14,1.0,1.18,0.85
1.13,1.05,0.94,1.15
1.13,1.17,1.13,1.06
1.07,0.81,0.85,1.09
0.94,1.1,1.01,1.18
1.1,0.92,1.15,1.11
1.12,1.2,1.06,1.16
1.02,1.03,1.15,1.2
0.95,1.1,0.92,0.85
1.04,1.18,1.2,1.06
1.04,1.1,0.94,1.11
1.18,1.08,0.9,1.15
1.37,1.2,0.81,0.92
1.3,0.91,1.0,0.83
1.4,0.97,0.86,0.98
1.25,1.15,0.91,0.94
1.29,1.2,0.87,1.15
1.37,1.07,1.14,1.02
1.11,1.14,1.03,1.14
0.99,0.92,1.11,0.89
0.8,0.89,1.06,1.12
0.91,0.94,1.14,0.81
0.81,0.91,1.09,0.9
0.86,0.85,1.15,1.04
0.7,1.07,0.89,0.93
0.6,0.88,0.88,1.18
0.7,0.92,0.94,1.16
0.6,0.96,0.94,1.11
0.6,1.1,1.18,0.97
0.6,1.15,1.12,0.88
0.6,0.94,1.03,0.83
0.64,1.04,1.2,0.84
0.7,1.05,0.91,0.91
0.61,1.02,1.11,1.06
0.61,1.12,1.18,0.81
0.71,0.86,0.94,0.89
0.83,1.18,0.87,0.88
0.72,1.2,1.08,0.89
0.71,0.95,0.95,0.83
0.8,1.12,1.04,1.15
0.87,0.88,0.88,0.87
0.99,0.81,0.91,1.11
0.87,1.12,0.98,0.9
0.75,1.18,1.14,0.94
0.77,1.1,1.06,1.12
0.81,0.91,0.86,1.12
0.87,1.1,0.99,0.98
0.71,1.02,0.97,1.16
0.67,0.83,0.86,1.09
0.76,1.1,1.07,0.83
0.9,1.17,1.16,0.91
1.03,0.89,0.83,1.13
1.0,0.84,0.98,1.06
0.82,0.93,0.87,0.91
0.75,1.04,1.08,0.94
0.63,1.18,1.07,0.97
0.66,1.18,0.89,1.03
0.6,0.89,1.08,1.13
0.6,0.96,0.93,1.16
0.71,0.85,0.98,0.96
0.6,1.08,1.14,1.1
0.6,0.96,0.86,1.14
0.6,0.94,1.03,1.05
0.64,1.19,0.81,0.95
0.75,0.88,1.03,1.17
0.62,0.95,0.9,1.18
0.6,0.81,1.04,1.12
0.71,0.91,1.0,0.88
0.79,0.82,1.12,1.11
0.9,1.15,0.92,0.92
1.04,0.95,0.9,1.09
0.91,1.01,0.92,0.93
0.81,0.96,1.16,1.13
0.69,1.04,0.87,1.03
0.69,0.99,1.13,1.13
0.6,1.06,1.1,0.95
0.64,1.05,1.15,1.1
0.72,1.06,0.86,1.06
0.71,1.04,1.13,0.89
0.6,0.82,1.14,1.2
0.6,1.13,0.96,0.87
0.6,1.17,1.06,1.2
0.6,0.81,0.95,1.05
0.62,0.9,1.18,0.96
0.6,1.14,1.14,0.88
0.6,1.02,0.83,0.95
0.6,1.18,1.0,1.13
0.7,1.1,1.18,1.18
0.77,1.04,0.96,1.03
0.88,1.1,1.17,1.16
0.89,1.02,1.05,1.09
0.86,1.02,0.85,1.09
0.69,0.95,0.96,0.92
0.68,1.06,1.2,0.84
0.78,0.87,1.0,0.98
0.84,1.1,1.15,1.03
0.86,1.06,0.96,0.84
0.78,0.95,1.19,0.91
0.69,1.03,0.8,0.98
0.73,1.15,0.83,0.84
0.71,0.9,0.89,1.11
0.6,0.99,1.09,0.88
0.63,0.84,0.96,0.94
0.6,1.06,0.87,1.15
0.6,0.99,0.97,1.18
0.61,0.93,1.17,0.95
0.6,1.19,0.93,1.13
0.68,1.19,1.1,1.04
0.73,0.82,0.94,0.92
0.88,0.99,1.19,1.02
0.85,1.13,1.12,1.19
0.89,1.16,1.06,1.03
1.05,1.18,1.1,0.92
1.02,0.97,0.9,0.91
0.99,0.96,0.82,1.13
0.94,0.89,0.95,1.07
0.98,0.95,0.99,0.95
0.79,0.94,0.81,0.88
0.73,1.09,1.0,0.82
0.65,1.18,0.89,0.97
0.63,1.02,1.1,1.12
0.64,0.99,1.08,0.84
0.75,0.95,0.91,0.85
0.67,0.82,0.87,0.9
0.6,1.05,1.02,1.05
0.6,0.9,0.82,1.0
0.64,0.98,1.14,0.95
0.67,0.89,1.02,0.99
0.6,0.86,1.09,0.94
0.6,0.88,0.81,1.07
0.6,0.98,1.02,0.88
0.71,0.96,0.98,0.94
0.64,0.89,0.83,0.99
0.6,1.2,0.95,1.08
0.6,1.12,0.82,1.04
0.71,0.87,1.11,0.86
0.7,0.85,1.01,1.18
0.71,1.2,1.11,0.99
0.74,0.82,0.89,1.16
0.86,0.99,0.85,1.05
0.87,1.17,1.06,0.82
0.71,1.05,0.89,1.04
0.82,1.17,1.16,1.12
0.69,1.01,1.02,1.14
0.6,0.9,0.83,0.86
0.6,1.14,1.06,1.19
0.6,0.85,1.1,0.89
0.6,0.87,0.86,1.11
0.6,0.93,1.02,1.2
0.6,1.07,1.11,1.16
0.6,1.02,0.86,1.06
0.6,0.83,0.89,0.84
0.68,1.19,1.11,1.03
0.6,1.14,1.05,1.0
0.7,0.89,1.04,0.91
0.7,0.95,0.9,1.17
0.6,1.0,1.0,0.92
0.6,1.11,0.87,0.99
0.69,1.09,0.95,1.09
0.64,0.86,1.05,1.0
0.65,1.06,1.17,1.15
0.71,0.83,0.94,0.92
0.79,1.19,1.05,1.17
0.82,1.07,1.05,1.02
0.81,0.95,1.13,1.09
0.95,0.87,1.16,0.9
0.79,0.83,0.95,0.82
0.77,0.86,0.95,1.02
0.89,0.97,0.86,1.03
1.0,1.14,1.03,0.81
1.03,1.17,0.81,1.08
1.12,1.17,1.15,0.88
1.1,0.87,0.84,1.03
1.07,1.07,1.02,1.1
0.92,0.94,1.06,0.81
0.85,0.84,0.87,0.84
0.73,1.03,1.1,1.04
0.75,1.09,0.89,1.15
0.77,0.95,0.84,1.16
0.65,1.0,0.84,1.09
0.7,1.18,1.07,0.99
0.63,1.12,1.04,0.9
0.75,0.89,0.88,1.14
0.64,1.16,1.03,0.93
0.77,1.05,1.17,0.89
0.86,1.08,1.16,1.08
0.89,1.06,1.14,0.82
0.9,1.06,0.89,1.07
0.98,0.93,1.08,1.14
0.9,1.01,0.93,1.01
0.84,1.08,1.2,1.16
0.81,1.15,0.96,1.16
0.81,0.82,1.11,0.81
0.89,1.15,1.05,1.07
0.98,0.92,0.89,1.12
1.11,0.98,1.09,0.88
1.29,0.9,1.12,1.13
1.4,0.92,0.97,0.98
1.24,1.15,0.99,1.04
1.25,0.92,1.0,1.0
1.36,0.96,1.02,0.97
1.4,0.85,1.05,1.16
1.28,1.01,0.9,0.85
1.11,0.96,1.09,0.94
1.32,1.05,1.0,0.95
1.36,0.91,1.2,0.95
1.4,1.07,1.03,0.86
1.27,1.02,0.81,0.91
1.16,1.05,1.07,0.8
1.38,0.98,0.91,0.9
1.13,1.13,1.12,0.82
1.32,1.13,1.12,0.86
1.18,0.84,0.96,1.1
1.4,1.04,1.13,1.13
1.4,1.16,0.85,0.93
1.33,0.83,1.08,0.94
1.4,1.2,0.87,0.99
1.4,1.2,1.14,1.15
1.21,1.07,0.96,0.88
1.16,1.11,1.14,1.18
1.19,1.19,1.15,1.09
1.19,1.01,1.02,0.86
1.19,1.01,0.96,1.18
1.4,1.19,1.15,1.15
1.4,1.13,0.85,0.82
1.4,1.03,0.83,0.81
1.4,1.16,1.15,1.04
1.28,1.1,0.86,1.11
1.22,1.11,0.93,0.9
1.2,0.8,1.11,0.82
1.4,1.05,0.96,1.15
1.4,0.81,1.0,0.93
1.24,0.97,1.09,0.9
1.11,0.97,0.83,1.1
1.32,1.06,1.18,1.12
1.23,1.18,1.08,0.95
1.0,1.11,0.94,0.97
1.18,1.02,0.81,0.94
0.94,1.05,1.02,0.98
0.76,0.91,0.96,0.95
0.65,1.03,0.91,0.88
0.75,0.97,0.83,1.02
0.7,1.01,0.92,1.02
0.6,1.11,1.08,1.18
0.6,0.93,0.99,0.83
0.6,0.83,0.9,0.86
0.6,1.02,0.92,1.06
0.6,1.05,1.1,1.06
0.6,1.11,0.85,1.08
0.6,1.01,0.97,1.12
0.6,1.06,0.9,1.18
0.66,0.88,0.89,1.11
0.66,1.2,1.15,1.14
0.6,0.81,0.83,1.04
0.7,1.12,0.84,0.8
0.6,1.12,0.86,1.11
0.6,0.97,1.07,1.13
0.6,1.04,1.07,0.95
0.6,1.18,0.92,0.91
0.62,0.94,1.02,1.18
0.6,0.82,0.83,0.94
0.68,0.86,0.94,1.17
0.67,1.02,1.11,1.09
0.65,0.91,1.0,0.96
0.78,1.17,1.19,1.11
0.72,1.11,1.05,0.83
0.78,0.86,1.17,1.09
0.83,0.95,1.1,1.01
0.8,1.06,1.13,1.01
0.83,1.02,1.1,0.87
0.94,1.1,0.86,1.16
1.08,0.89,1.16,1.13
0.92,1.02,0.96,1.12
0.74,1.01,1.09,1.16
0.71,0.96,0.81,0.91
0.75,1.16,0.81,0.88
0.67,1.07,0.97,1.19
0.6,0.81,1.17,1.09
0.6,0.81,0.87,0.99
0.6,0.94,0.98,1.15
0.6,1.03,1.17,0.9
0.6,0.87,0.87,1.19
0.63,1.14,0.88,1.15
0.72,0.88,0.93,1.11
0.75,1.04,0.81,1.1
0.85,1.01,1.16,1.18
0.82,1.07,1.06,0.95
0.91,0.83,0.93,1.17
0.8,0.88,0.84,0.88
0.75,1.04,1.08,1.1
0.6,1.15,0.85,1.09
0.69,0.89,0.85,1.13
0.72,1.12,1.06,1.15
0.78,0.84,0.86,1.18
0.77,0.81,0.81,0.93
0.87,0.87,0.84,1.06
0.93,1.15,0.81,1.09
1.06,0.99,1.09,0.82
0.98,1.02,1.01,1.17
1.04,0.99,0.87,1.0
0.86,1.15,1.09,0.92
